gene_id,gene_name,GSM4143959_HUtSMC-AP-1-KO-Rep-1,GSM4143960_HUtSMC-AP-1-KO-Rep-2,GSM4143961_HUtSMC-AP-1-KO-Rep-3,GSM4143962_HUtSMC-Negative-Ctrl-Rep-1,GSM4143963_HUtSMC-Negative-Ctrl-Rep-2,GSM4143964_HUtSMC-Negative-Ctrl-Rep-3
ENSG00000206924,RNU6-689P,0,0,0,0,0,0
ENSG00000119640,ACYP1,193,159,154,199,110,127
ENSG00000119703,ZC2HC1C,18,20,13,24,17,15
ENSG00000119638,NEK9,1690,1536,1616,2699,2275,2249
ENSG00000258978,HIF1AP1,0,0,1,2,0,0
ENSG00000259138,ENSG00000259138,1,0,0,1,0,1
ENSG00000170348,TMED10,7750,8009,8142,9374,9660,9637
ENSG00000273565,ENSG00000273565,3,0,2,3,1,3
ENSG00000252013,RNU4ATAC14P,0,0,0,0,0,0
ENSG00000258740,ENSG00000258740,0,3,0,0,0,0
ENSG00000258820,ENSG00000258820,0,0,1,0,0,0
ENSG00000283519,U2,0,0,0,0,0,0
ENSG00000170345,FOS,171,304,225,11065,203,167
ENSG00000119660,DPPA5P4,0,0,0,0,0,0
ENSG00000259687,LINC01220,4,5,0,3,2,2
ENSG00000259319,JDP2-AS1,2,3,4,5,2,8
ENSG00000140044,JDP2,111,290,308,316,246,272
ENSG00000156127,BATF,0,0,0,0,0,0
ENSG00000224721,FLVCR2-AS1,0,0,0,0,0,1
ENSG00000119686,FLVCR2,19,27,25,38,66,54
ENSG00000242951,ENSG00000242951,8,9,3,6,7,5
ENSG00000201096,RNA5SP387,0,0,0,0,0,0
ENSG00000280494,ENSG00000280494,0,0,0,0,0,0
ENSG00000119685,TTLL5,937,839,805,987,709,708
ENSG00000133935,ERG28,491,459,661,942,450,467
ENSG00000259103,ENSG00000259103,0,0,0,0,0,0
ENSG00000242488,ENSG00000242488,0,0,0,0,0,0
ENSG00000119650,IFT43,284,309,284,480,467,414
ENSG00000119699,TGFB3,64,87,71,419,105,92
ENSG00000258876,TGFB3-AS1,0,1,0,0,0,0
ENSG00000258578,ENSG00000258578,0,0,0,0,0,0
ENSG00000283629,ENSG00000283629,0,0,0,0,0,0
ENSG00000089916,GPATCH2L,876,848,857,1004,861,1016
ENSG00000258454,ENSG00000258454,1,0,1,1,0,1
ENSG00000280078,ENSG00000280078,2,0,0,0,0,0
ENSG00000258402,ENSG00000258402,0,0,0,0,0,0
ENSG00000119715,ESRRB,0,0,0,0,0,1
ENSG00000259124,ENSG00000259124,0,0,0,0,0,0
ENSG00000271423,CYCSP1,0,0,0,0,0,0
ENSG00000242952,RPSAP3,3,4,3,3,1,2
ENSG00000258566,H1-8P2,0,0,0,0,0,0
ENSG00000258569,VASH1-DT,0,1,0,0,1,1
ENSG00000071246,VASH1,187,280,309,615,429,415
ENSG00000259081,ENSG00000259081,0,1,0,1,2,0
ENSG00000258610,ENSG00000258610,0,0,0,0,0,0
ENSG00000013523,ANGEL1,283,256,254,345,324,286
ENSG00000100565,LRRC74A,0,0,0,0,0,0
ENSG00000241081,RPL22P2,3,3,1,6,11,3
ENSG00000223174,RN7SKP17,0,0,0,0,0,0
ENSG00000259058,ENSG00000259058,0,0,0,0,0,0
ENSG00000258602,LINC01629,1,1,1,0,0,0
ENSG00000266553,RN7SL356P,0,0,0,0,0,0
ENSG00000243225,ENSG00000243225,0,0,1,0,0,1
ENSG00000119669,IRF2BPL,1205,1417,1542,2401,2188,2199
ENSG00000246548,LINC02288,1,1,2,6,3,5
ENSG00000258819,LINC02289,0,1,0,0,1,1
ENSG00000198894,CIPC,266,225,201,292,312,293
ENSG00000259164,ENSG00000259164,0,0,0,0,0,0
ENSG00000165548,TMEM63C,1,6,5,0,0,0
ENSG00000177108,ZDHHC22,0,0,0,0,0,0
ENSG00000269883,ENSG00000269883,0,0,0,0,0,0
ENSG00000258552,FAM204DP,0,0,0,0,0,0
ENSG00000201384,ENSG00000201384,0,0,0,0,0,0
ENSG00000165553,NGB,0,0,0,0,0,0
ENSG00000221754,MIR1260A,0,0,0,0,0,0
ENSG00000009830,POMT2,552,484,492,557,566,573
ENSG00000100577,GSTZ1,141,147,169,230,237,226
ENSG00000100580,TMED8,472,513,432,332,383,364
ENSG00000258510,ENSG00000258510,0,0,0,0,0,0
ENSG00000100583,SAMD15,31,25,28,51,45,56
ENSG00000165555,NOXRED1,3,3,4,7,0,0
ENSG00000151445,VIPAS39,417,454,462,591,550,529
ENSG00000100591,AHSA1,2519,2374,1986,1885,2333,2182
ENSG00000212371,ENSG00000212371,3,1,1,3,1,2
ENSG00000100593,ISM2,0,8,3,3,1,0
ENSG00000100596,SPTLC2,2671,3477,2834,2116,3051,3323
ENSG00000240233,RN7SL587P,2,1,1,1,0,1
ENSG00000258668,COX6CP11,0,0,0,0,0,0
ENSG00000100601,ALKBH1,275,235,218,204,257,241
ENSG00000239272,RPL21P10,4,0,0,0,0,1
ENSG00000258917,ZMYND19P1,0,0,0,0,0,0
ENSG00000119705,SLIRP,823,753,664,695,616,644
ENSG00000100603,SNW1,1604,1448,1383,1630,1412,1334
ENSG00000197734,C14orf178,0,1,0,0,0,0
ENSG00000063761,ADCK1,68,59,64,84,76,100
ENSG00000199440,Y_RNA,0,0,0,0,0,0
ENSG00000258421,FXNP1,0,0,0,0,0,0
ENSG00000021645,NRXN3,1381,2829,1902,423,1604,1561
ENSG00000199454,RNA5SP388,0,0,0,0,0,0
ENSG00000239438,RPS26P48,0,0,0,0,0,0
ENSG00000258723,ENSG00000258723,0,0,0,0,0,0
ENSG00000258719,ENSG00000258719,0,0,0,0,0,0
ENSG00000258874,ENSG00000258874,0,0,0,0,0,0
ENSG00000258478,ENSG00000258478,0,0,0,0,0,0
ENSG00000258829,ENSG00000258829,0,1,0,0,0,0
ENSG00000258419,ENSG00000258419,0,0,0,0,0,0
ENSG00000258662,ENSG00000258662,0,0,0,0,0,0
ENSG00000259106,ENSG00000259106,0,0,0,0,0,0
ENSG00000258637,ENSG00000258637,0,0,0,0,0,1
ENSG00000258416,ENSG00000258416,0,0,0,0,0,0
ENSG00000211448,DIO2,802,1152,753,2100,2212,2336
ENSG00000258766,DIO2-AS1,0,0,0,0,0,0
ENSG00000100629,CEP128,251,216,219,211,140,140
ENSG00000258452,HMGN2P2,0,0,0,0,0,0
ENSG00000165409,TSHR,1,0,0,1,1,0
ENSG00000258915,GPRASP3P1,0,0,0,0,0,0
ENSG00000271705,RPL17P3,0,0,1,0,0,0
ENSG00000271656,ENSG00000271656,0,0,0,0,0,0
ENSG00000259167,NMNAT1P1,0,0,0,0,0,0
ENSG00000165417,GTF2A1,1465,1442,1327,1427,1694,1858
ENSG00000221303,SNORA79,0,0,1,0,0,0
ENSG00000273783,GTF2A1-AS1,10,11,8,12,10,6
ENSG00000205579,DYNLL1P1,2,3,0,0,0,3
ENSG00000270343,UNGP3,0,0,0,0,0,0
ENSG00000140022,STON2,1,1,0,3,0,0
ENSG00000242163,ENSG00000242163,0,0,2,3,2,3
ENSG00000258605,DYNLL1P2,2,0,1,2,0,3
ENSG00000258675,LINC02308,0,0,0,0,0,0
ENSG00000071537,SEL1L,3048,3609,3618,3971,5156,5218
ENSG00000258977,LINC01467,0,0,0,0,0,0
ENSG00000258841,EEF1A1P2,0,2,0,0,0,1
ENSG00000258718,LINC02311,0,0,0,0,0,0
ENSG00000259035,ENSG00000259035,0,0,0,0,0,0
ENSG00000241891,RPL9P6,0,0,0,0,0,0
ENSG00000258501,EIF3LP1,1,2,3,1,3,2
ENSG00000276782,Metazoa_SRP,0,0,0,0,0,0
ENSG00000258743,LINC02301,0,0,0,0,0,0
ENSG00000259032,ENSAP2,3,6,5,1,2,3
ENSG00000258683,ENSG00000258683,0,0,0,0,0,0
ENSG00000258426,ENSG00000258426,0,0,0,0,0,0
ENSG00000252369,RNU7-51P,0,0,0,0,0,0
ENSG00000238561,RNU6ATAC28P,0,0,0,0,0,0
ENSG00000258549,ENSG00000258549,0,0,0,0,0,0
ENSG00000258532,LINC02305,0,0,0,0,0,0
ENSG00000258762,MTND4P33,0,0,0,0,0,0
ENSG00000258923,MTND5P35,1,0,0,0,0,0
ENSG00000259012,MTCYBP27,0,0,0,0,0,0
ENSG00000251895,RNU6-976P,0,0,0,0,0,0
ENSG00000258506,ENSG00000258506,1,0,0,0,0,0
ENSG00000271712,ENSG00000271712,0,0,0,0,0,0
ENSG00000259044,ENSG00000259044,0,0,0,0,0,0
ENSG00000258902,ENSG00000258902,1,3,4,4,1,3
ENSG00000258814,LINC02329,0,0,0,0,0,0
ENSG00000259107,LINC00911,0,0,0,0,0,0
ENSG00000205562,FLRT2-AS1,6,3,4,7,4,2
ENSG00000258945,ENSG00000258945,0,5,2,3,0,0
ENSG00000185070,FLRT2,79,100,123,93,81,109
ENSG00000258733,LINC02328,1,0,0,1,1,0
ENSG00000258912,LINC02316,0,0,0,0,0,0
ENSG00000258994,LINC02309,0,0,0,0,0,0
ENSG00000258804,LINC01148,0,0,0,0,0,0
ENSG00000259061,ENSG00000259061,0,0,0,0,0,0
ENSG00000258496,ENSG00000258496,0,0,0,0,0,0
ENSG00000258958,ENSG00000258958,0,0,0,0,0,0
ENSG00000258859,LINC02296,0,0,0,0,0,0
ENSG00000259028,ENSG00000259028,0,0,0,0,0,0
ENSG00000258770,LINC02330,0,0,0,0,0,0
ENSG00000258807,ENSG00000258807,0,0,0,0,0,0
ENSG00000259077,ENSG00000259077,0,0,0,0,0,0
ENSG00000054983,GALC,553,645,613,860,836,816
ENSG00000259096,SHLD2P2,1,1,0,0,0,1
ENSG00000252783,RNU6-835P,0,0,0,0,0,0
ENSG00000140030,GPR65,23,29,24,14,23,26
ENSG00000258826,LINC01147,0,0,0,0,0,0
ENSG00000258867,HISLA,0,0,0,0,0,0
ENSG00000258975,ENSG00000258975,0,0,0,0,0,0
ENSG00000258538,ENSG00000258538,0,0,0,0,0,0
ENSG00000100433,KCNK10,0,0,0,0,0,0
ENSG00000042317,SPATA7,125,134,133,246,162,149
ENSG00000070778,PTPN21,1086,1173,1080,1015,1041,1218
ENSG00000258983,ENSG00000258983,1,0,0,1,0,0
ENSG00000222990,RNU4-22P,0,0,0,0,0,0
ENSG00000258789,ENSG00000258789,2,1,3,4,2,7
ENSG00000100722,ZC3H14,1547,1519,1389,1582,1790,1658
ENSG00000278576,ENSG00000278576,6,4,7,5,2,8
ENSG00000165521,EML5,2,10,4,3,11,4
ENSG00000274492,ENSG00000274492,1,1,1,0,1,1
ENSG00000200653,RNU4-92P,0,0,0,0,0,0
ENSG00000165533,TTC8,618,543,506,793,728,725
ENSG00000207342,Y_RNA,0,0,2,4,1,1
ENSG00000283627,ENSG00000283627,0,0,0,0,0,0
ENSG00000258990,MPPE1P1,0,0,0,0,0,0
ENSG00000053254,FOXN3,978,1090,993,1370,992,1261
ENSG00000277801,ENSG00000277801,1,1,0,0,0,0
ENSG00000259151,CAP2P1,1,0,1,1,0,0
ENSG00000258752,ENSG00000258752,0,0,0,0,0,0
ENSG00000258699,ENSG00000258699,0,0,0,0,0,0
ENSG00000258380,ENSG00000258380,0,0,0,0,0,0
ENSG00000259053,ENSG00000259053,0,0,0,0,0,0
ENSG00000258920,FOXN3-AS1,17,14,14,19,25,29
ENSG00000259073,FOXN3-AS2,0,0,0,0,0,0
ENSG00000201027,RN7SKP107,0,0,0,0,0,0
ENSG00000258792,ENSG00000258792,0,0,0,1,0,0
ENSG00000252655,Y_RNA,0,0,0,0,0,0
ENSG00000200312,RN7SKP255,0,0,0,0,0,0
ENSG00000259050,CHORDC2P,0,0,0,1,0,0
ENSG00000140025,EFCAB11,141,153,114,193,133,145
ENSG00000230997,RAB42P1,0,0,0,0,0,0
ENSG00000042088,TDP1,579,446,441,489,318,315
ENSG00000152315,KCNK13,1,6,1,0,3,8
ENSG00000258544,GLRXP2,0,0,0,0,0,0
ENSG00000201351,Y_RNA,0,0,0,0,0,0
ENSG00000100764,PSMC1,1086,962,828,919,893,792
ENSG00000119720,NRDE2,315,301,273,389,363,391
ENSG00000242571,RPL21P11,6,2,3,0,3,1
ENSG00000275198,LINC02960,14,17,10,5,16,16
ENSG00000198668,CALM1,10196,11074,9786,9038,10109,9541
ENSG00000258424,ENSG00000258424,9,6,3,3,6,4
ENSG00000258678,LINC02317,0,0,0,0,0,0
ENSG00000233208,LINC00642,0,0,0,0,0,0
ENSG00000259789,ENSG00000259789,0,0,0,0,0,0
ENSG00000165914,TTC7B,718,785,749,844,764,775
ENSG00000258935,ENSG00000258935,0,0,0,0,0,0
ENSG00000259163,TTC7B-AS1,0,0,0,1,0,0
ENSG00000258437,ENSG00000258437,0,0,0,0,0,0
ENSG00000258716,ENSG00000258716,0,0,0,0,0,0
ENSG00000213315,ENSG00000213315,10,14,9,7,12,13
ENSG00000258884,LINC02321,1,2,0,1,1,1
ENSG00000100784,RPS6KA5,40,30,27,34,34,34
ENSG00000133943,DGLUCY,357,318,285,763,479,456
ENSG00000252644,RNU7-30P,0,0,0,0,0,0
ENSG00000221102,SNORA11B,0,0,0,1,0,0
ENSG00000119714,GPR68,83,95,98,178,357,321
ENSG00000258875,ENSG00000258875,2,2,3,8,14,19
ENSG00000260810,ENSG00000260810,0,0,0,1,3,0
ENSG00000015133,CCDC88C,8,8,3,5,3,4
ENSG00000258798,CCDC88C-DT,0,0,0,0,0,0
ENSG00000258446,ENSG00000258446,0,0,0,0,0,0
ENSG00000100796,PPP4R3A,1399,1342,1235,1497,1268,1349
ENSG00000278342,ENSG00000278342,0,0,0,0,0,0
ENSG00000279286,ENSG00000279286,0,0,0,0,0,0
ENSG00000133962,CATSPERB,0,0,0,0,0,0
ENSG00000268295,POLR3GP1,0,1,0,0,0,0
ENSG00000258774,NANOGP7,0,0,0,0,0,0
ENSG00000258962,ENSG00000258962,0,0,0,0,0,0
ENSG00000275154,U3,0,0,0,0,0,0
ENSG00000260711,ENSG00000260711,0,0,0,1,0,0
ENSG00000165929,TC2N,0,2,1,0,0,0
ENSG00000140092,FBLN5,1103,2590,2049,1978,1884,1756
ENSG00000100815,TRIP11,1397,1365,1254,1730,1735,1953
ENSG00000259020,ENSG00000259020,3,7,2,1,4,4
ENSG00000066427,ATXN3,423,402,404,578,606,584
ENSG00000183648,NDUFB1,711,684,614,819,756,755
ENSG00000165934,CPSF2,2341,2216,2039,2548,2470,2499
ENSG00000258481,ENSG00000258481,0,0,0,0,0,0
ENSG00000201097,RNU6-366P,0,0,0,0,0,0
ENSG00000140090,SLC24A4,4,0,0,1,3,1
ENSG00000100599,RIN3,599,559,561,1026,1005,957
ENSG00000100600,LGMN,862,1657,1256,946,1535,1417
ENSG00000066455,GOLGA5,1560,1838,1630,1945,2133,2011
ENSG00000258742,LINC02833,0,0,0,0,0,0
ENSG00000258499,LINC02287,0,0,0,0,0,0
ENSG00000100604,CHGA,0,1,0,1,0,0
ENSG00000100605,ITPK1,607,898,618,494,528,488
ENSG00000258730,ITPK1-AS1,0,0,0,0,0,0
ENSG00000258595,CYB5AP3,0,0,0,0,0,0
ENSG00000165943,MOAP1,266,385,279,224,321,297
ENSG00000153485,LYSET,155,122,122,101,133,108
ENSG00000259066,ENSG00000259066,4,1,1,1,3,1
ENSG00000170270,GON7,211,190,171,208,228,198
ENSG00000012963,UBR7,1043,934,823,820,885,844
ENSG00000240096,ENSG00000240096,1,1,1,0,1,0
ENSG00000011114,BTBD7,1089,1036,935,1255,1250,1354
ENSG00000241499,RPL36AP4,0,1,0,1,0,0
ENSG00000133958,UNC79,12,9,4,14,10,15
ENSG00000278396,ENSG00000278396,10,11,9,5,15,9
ENSG00000187581,COX8C,0,0,0,0,0,0
ENSG00000202306,Y_RNA,0,0,0,0,0,0
ENSG00000252720,RNU6-1258P,0,0,0,0,0,0
ENSG00000277826,ENSG00000277826,0,0,0,0,0,0
ENSG00000175785,PRIMA1,0,0,0,0,1,0
ENSG00000279593,ENSG00000279593,0,0,0,0,0,0
ENSG00000258584,FAM181A-AS1,0,0,0,0,0,0
ENSG00000140067,FAM181A,0,0,0,0,0,0
ENSG00000100628,ASB2,1,1,1,3,5,1
ENSG00000258987,ENSG00000258987,0,0,0,0,0,0
ENSG00000265768,MIR4506,0,0,0,0,0,0
ENSG00000175699,CCDC197,0,0,0,0,0,0
ENSG00000089723,OTUB2,41,49,28,46,59,45
ENSG00000089737,DDX24,3516,3394,2626,3131,3557,3530
ENSG00000165948,IFI27L1,204,203,180,235,209,175
ENSG00000165949,IFI27,112,111,126,151,103,75
ENSG00000119632,IFI27L2,425,442,391,546,452,456
ENSG00000119698,PPP4R4,3,2,4,0,0,1
ENSG00000140093,SERPINA10,0,0,0,0,0,0
ENSG00000170099,SERPINA6,0,0,0,0,0,0
ENSG00000258597,SERPINA2,0,0,0,0,0,0
ENSG00000197249,SERPINA1,1,8,2,1,6,0
ENSG00000256357,ENSG00000256357,0,0,0,0,0,1
ENSG00000186910,SERPINA11,0,0,0,0,0,0
ENSG00000170054,SERPINA9,57,186,111,24,74,72
ENSG00000165953,SERPINA12,0,0,0,0,0,0
ENSG00000100665,SERPINA4,0,0,0,0,0,0
ENSG00000188488,SERPINA5,0,2,3,4,1,2
ENSG00000273259,ENSG00000273259,0,0,0,0,0,0
ENSG00000196136,SERPINA3,0,0,0,0,2,0
ENSG00000258805,ADIPOR1P2,0,0,0,1,1,1
ENSG00000187483,SERPINA13P,0,0,0,0,0,0
ENSG00000259140,ENSG00000259140,0,0,0,0,0,0
ENSG00000239269,RPSAP4,8,7,6,15,7,9
ENSG00000133937,GSC,0,0,0,1,0,0
ENSG00000240914,RPL15P2,1,3,1,0,1,0
ENSG00000274379,ENSG00000274379,0,0,0,0,0,0
ENSG00000258933,LINC02279,0,0,0,0,0,0
ENSG00000258866,ENSG00000258866,0,0,0,0,0,0
ENSG00000100697,DICER1,754,938,781,648,963,1038
ENSG00000264607,MIR3173,0,0,0,0,0,0
ENSG00000235706,DICER1-AS1,3,5,7,8,9,8
ENSG00000165959,CLMN,9,13,17,13,8,9
ENSG00000259143,ENSG00000259143,0,0,0,0,0,0
ENSG00000258615,ENSG00000258615,0,0,0,0,0,0
ENSG00000258630,LINC02292,0,0,0,0,0,0
ENSG00000176438,SYNE3,803,832,1007,878,1070,1380
ENSG00000258572,SYNE3-AS1,0,0,2,1,1,0
ENSG00000247092,SNHG10,99,58,70,86,58,58
ENSG00000252481,SCARNA13,5,4,1,5,2,11
ENSG00000182512,GLRX5,722,620,562,590,602,595
ENSG00000258390,LINC02318,0,0,0,0,0,0
ENSG00000187621,TCL6,0,0,0,0,0,0
ENSG00000275033,ENSG00000275033,0,0,0,0,0,0
ENSG00000259084,ENSG00000259084,0,0,0,0,0,0
ENSG00000277468,ENSG00000277468,0,0,0,0,0,0
ENSG00000213231,TCL1B,1,0,0,0,0,0
ENSG00000100721,TCL1A,0,0,0,0,0,0
ENSG00000257275,ENSG00000257275,0,0,0,0,0,0
ENSG00000258516,ENSG00000258516,0,0,0,0,0,0
ENSG00000250366,TUNAR,1,1,0,2,0,0
ENSG00000271358,ENSG00000271358,0,0,0,0,0,0
ENSG00000227051,C14orf132,863,767,802,2371,1863,1998
ENSG00000168398,BDKRB2,374,388,671,2698,1753,1811
ENSG00000258691,ENSG00000258691,0,0,0,4,4,3
ENSG00000258412,ENSG00000258412,2,0,0,2,0,2
ENSG00000258788,CKS1BP1,0,1,3,7,4,2
ENSG00000259036,ENSG00000259036,0,0,0,0,0,0
ENSG00000100739,BDKRB1,92,32,95,338,201,186
ENSG00000258793,ENSG00000258793,0,0,0,0,1,0
ENSG00000258729,ENSG00000258729,0,0,0,0,0,0
ENSG00000066739,ATG2B,872,750,795,1052,1056,1136
ENSG00000100744,GSKIP,785,837,733,788,1016,889
ENSG00000222276,RNU2-33P,0,2,0,0,0,0
ENSG00000140057,AK7,0,4,8,10,4,2
ENSG00000259059,PEBP1P1,0,0,1,0,0,0
ENSG00000240051,RPL23AP10,0,0,0,0,0,0
ENSG00000260806,PAPOLA-DT,13,3,7,6,11,10
ENSG00000090060,PAPOLA,4333,4127,3756,3909,3916,3937
ENSG00000258702,ENSG00000258702,0,0,1,0,0,0
ENSG00000223299,RN7SKP108,0,0,0,0,0,0
ENSG00000258979,LINC02299,0,0,0,0,0,0
ENSG00000100749,VRK1,613,423,420,269,255,239
ENSG00000280070,ENSG00000280070,0,0,0,0,0,0
ENSG00000259026,ENSG00000259026,0,0,0,0,0,0
ENSG00000258393,ENSG00000258393,0,0,0,0,0,0
ENSG00000259110,LINC02304,0,0,0,0,0,0
ENSG00000246084,LINC02325,0,0,0,0,0,0
ENSG00000197176,LINC02291,0,0,0,0,0,0
ENSG00000258869,LINC02312,0,0,0,0,0,0
ENSG00000258379,ENSG00000258379,0,0,0,0,0,0
ENSG00000246223,LINC01550,0,0,0,0,0,0
ENSG00000259097,ENSG00000259097,0,0,0,0,0,0
ENSG00000258511,LINC02295,0,0,0,0,0,0
ENSG00000241757,RN7SL714P,0,0,0,0,0,0
ENSG00000258795,ENSG00000258795,0,0,0,0,0,0
ENSG00000176605,LINC02914,0,0,0,0,0,0
ENSG00000237342,ENSG00000237342,0,0,0,0,0,0
ENSG00000278990,ENSG00000278990,0,0,0,0,0,0
ENSG00000259119,ENSG00000259119,0,0,0,0,0,0
ENSG00000232573,RPL3P4,148,150,122,181,156,135
ENSG00000234648,ENSG00000234648,8,4,5,18,10,16
ENSG00000229402,ENSG00000229402,0,0,0,0,0,0
ENSG00000127152,BCL11B,0,0,1,1,1,0
ENSG00000235785,ENSG00000235785,0,0,0,0,0,0
ENSG00000258383,ENSG00000258383,0,0,0,0,0,0
ENSG00000183576,SETD3,1443,1607,1339,1367,1496,1351
ENSG00000272439,RNU6-91P,0,0,0,0,0,0
ENSG00000090061,CCNK,1807,1766,1593,1697,1827,1790
ENSG00000205476,CCDC85C,225,245,211,233,140,195
ENSG00000258749,ENSG00000258749,0,0,1,0,0,0
ENSG00000200506,Y_RNA,0,0,0,0,0,0
ENSG00000247970,ENSG00000247970,0,0,1,1,4,1
ENSG00000182218,HHIPL1,153,240,182,356,304,338
ENSG00000036530,CYP46A1,7,8,5,14,5,4
ENSG00000258672,ENSG00000258672,0,0,0,0,0,0
ENSG00000066629,EML1,617,636,585,862,794,851
ENSG00000199836,RNU1-47P,1,0,0,0,0,0
ENSG00000271198,VDAC3P1,2,2,0,0,0,0
ENSG00000196405,EVL,236,347,409,1065,561,545
ENSG00000242888,ENSG00000242888,0,0,0,0,0,0
ENSG00000258693,ENSG00000258693,0,0,0,0,0,0
ENSG00000258560,ENSG00000258560,0,0,0,0,0,0
ENSG00000265154,MIR151B,0,0,0,0,0,0
ENSG00000199082,MIR342,0,0,0,0,0,0
ENSG00000168350,DEGS2,0,0,0,0,0,0
ENSG00000258982,YY1-DT,5,4,4,9,7,7
ENSG00000100811,YY1,2092,2158,1827,2192,2202,2187
ENSG00000258904,ENSG00000258904,2,3,3,3,0,1
ENSG00000283840,MIR6764,0,0,0,0,0,0
ENSG00000259052,ENSG00000259052,0,0,2,0,0,0
ENSG00000197119,SLC25A29,79,86,77,155,94,111
ENSG00000258504,ENSG00000258504,0,0,2,0,0,0
ENSG00000198984,MIR345,0,0,0,0,0,0
ENSG00000243976,RN7SL523P,0,0,0,0,0,0
ENSG00000140107,SLC25A47,0,1,0,0,0,0
ENSG00000140105,WARS1,3532,4480,5434,5576,6046,5851
ENSG00000258666,ENSG00000258666,4,2,7,0,2,4
ENSG00000258521,ENSG00000258521,0,0,0,0,0,0
ENSG00000258581,ENSG00000258581,2,3,1,2,0,1
ENSG00000176473,WDR25,129,161,133,171,185,182
ENSG00000258620,ENSG00000258620,0,0,0,0,0,0
ENSG00000258500,ENSG00000258500,3,0,2,0,0,1
ENSG00000253075,RN7SKP92,0,0,0,0,0,0
ENSG00000183092,BEGAIN,3,7,5,6,11,7
ENSG00000259031,ENSG00000259031,0,0,0,0,0,0
ENSG00000258576,ENSG00000258576,0,0,0,0,0,0
ENSG00000196273,LINC00523,0,0,0,0,0,0
ENSG00000258717,ENSG00000258717,2,1,0,0,0,1
ENSG00000185559,DLK1,0,0,0,0,0,0
ENSG00000214548,MEG3,3034,3164,2562,3008,3498,4853
ENSG00000266461,MIR2392,0,0,0,0,0,0
ENSG00000275161,ENSG00000275161,0,0,0,0,0,0
ENSG00000274884,ENSG00000274884,0,1,0,1,0,0
ENSG00000276919,ENSG00000276919,0,0,0,0,0,0
ENSG00000258663,ENSG00000258663,1,0,1,2,0,0
ENSG00000258399,MIR493HG,8,6,1,6,1,7
ENSG00000211574,MIR770,6,5,4,4,1,2
ENSG00000207989,MIR493,0,0,1,0,0,0
ENSG00000199151,MIR337,0,0,0,0,0,0
ENSG00000283159,MIR665,1,0,0,0,0,0
ENSG00000254656,RTL1,0,0,0,0,0,0
ENSG00000208001,MIR431,0,0,1,0,0,0
ENSG00000207569,MIR433,0,0,0,0,0,0
ENSG00000207608,MIR127,0,1,0,0,0,1
ENSG00000272458,MIR432,0,0,0,0,0,0
ENSG00000207942,MIR136,0,0,0,0,0,0
ENSG00000225746,MEG8,204,168,133,192,132,148
ENSG00000276225,ENSG00000276225,0,0,0,0,0,0
ENSG00000275662,SNORD112,0,0,1,0,0,0
ENSG00000275134,ENSG00000275134,0,0,0,0,0,0
ENSG00000199005,MIR370,0,0,0,0,0,0
ENSG00000202191,SNORD113-1,0,0,0,1,0,0
ENSG00000212384,SNORD113-2,0,0,0,0,0,0
ENSG00000201700,SNORD113-3,5,0,2,2,3,7
ENSG00000201672,SNORD113-4,0,0,0,0,0,0
ENSG00000272474,SNORD113-5,0,0,0,0,0,0
ENSG00000200215,SNORD113-6,0,0,0,0,0,0
ENSG00000200632,SNORD113-7,0,0,0,0,0,0
ENSG00000200367,SNORD113-8,0,0,0,0,0,0
ENSG00000201950,SNORD113-9,0,0,0,0,0,0
ENSG00000199575,SNORD114-1,0,0,0,2,1,1
ENSG00000200823,SNORD114-2,1,1,1,0,0,1
ENSG00000201839,SNORD114-3,1,2,1,1,2,0
ENSG00000200832,SNORD114-4,1,0,0,0,1,0
ENSG00000199798,SNORD114-5,0,0,0,1,2,0
ENSG00000200150,ENSG00000200150,0,1,0,0,0,0
ENSG00000201263,SNORD114-6,0,1,0,0,0,0
ENSG00000199390,SNORD114-7,4,1,0,1,3,1
ENSG00000201240,SNORD114-9,0,0,0,0,0,0
ENSG00000200279,SNORD114-10,2,8,1,8,1,1
ENSG00000200608,SNORD114-11,0,1,0,0,0,0
ENSG00000202270,SNORD114-12,0,0,0,0,1,0
ENSG00000201247,SNORD114-13,1,0,0,0,0,1
ENSG00000199593,SNORD114-14,0,0,0,1,1,0
ENSG00000201557,SNORD114-15,0,0,0,0,0,0
ENSG00000199914,SNORD114-16,0,0,0,0,0,0
ENSG00000201569,SNORD114-17,0,0,0,0,0,0
ENSG00000202142,SNORD114-18,0,0,0,0,0,0
ENSG00000199942,SNORD114-19,0,1,0,1,0,0
ENSG00000201500,ENSG00000201500,0,0,0,0,0,0
ENSG00000201036,ENSG00000201036,0,0,0,0,0,0
ENSG00000201710,ENSG00000201710,0,0,0,0,0,0
ENSG00000202048,SNORD114-20,0,1,0,1,1,1
ENSG00000272344,SNORD114-21,0,2,0,2,0,1
ENSG00000202293,SNORD114-22,0,0,0,0,0,0
ENSG00000200406,SNORD114-23,0,0,0,0,0,0
ENSG00000201899,SNORD114-24,0,0,0,0,0,0
ENSG00000200612,SNORD114-25,0,0,0,0,0,0
ENSG00000200413,SNORD114-26,0,0,0,0,0,0
ENSG00000200636,SNORD114-27,0,0,0,0,0,0
ENSG00000200480,SNORD114-28,0,0,0,1,0,0
ENSG00000201689,SNORD114-29,0,0,0,0,0,0
