gene_id,gene_name,PT916-MYO,PT886-LEIO,PT967-MYO,PT886-MYO,PT916-LEIO,PT1063-LEIO,PT1063-MYO,PT848-MYO,PT967-LEIO,PT848-LEIO
ENSG00000223509,WHAMMP1,74,84,118,33,63,61,92,44,93,51
ENSG00000261064,LINC02256,23,16,37,24,18,27,39,15,15,30
ENSG00000276724,ENSG00000276724,4,0,3,0,0,3,2,4,3,4
ENSG00000262728,ARHGAP11A-DT,4,10,9,3,12,7,14,5,5,6
ENSG00000232653,GOLGA8N,36,23,47,5,20,42,35,39,18,42
ENSG00000277464,RN7SL286P,0,0,0,0,0,0,0,0,0,0
ENSG00000244952,,1,1,0,1,0,1,2,2,3,1
ENSG00000198826,ARHGAP11A,29,26,30,5,47,27,24,37,33,37
ENSG00000166922,SCG5,8,22,9,1,44,44,16,44,116,20
ENSG00000241818,SCG5-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000259721,GREM1-AS1,2,7,0,3,2,1,8,15,2,5
ENSG00000166923,GREM1,345,711,367,102,222,490,848,1624,566,719
ENSG00000248905,FMN1,176,171,128,74,202,94,185,299,98,197
ENSG00000259392,ENSG00000259392,2,2,1,2,2,1,3,4,4,2
ENSG00000212415,ENSG00000212415,0,0,0,0,0,0,0,0,0,0
ENSG00000259686,HNRNPA1P71,0,1,0,0,0,0,0,1,0,1
ENSG00000279958,ENSG00000279958,3,1,1,2,2,1,3,4,0,2
ENSG00000215296,TMCO5B,0,0,0,0,0,0,0,0,0,0
ENSG00000259446,RYR3-DT,11,0,22,4,7,14,25,8,7,3
ENSG00000198838,RYR3,2479,1696,1990,2117,1659,1810,3531,1978,845,1522
ENSG00000200008,Y_RNA,16,1,6,5,7,10,12,6,2,4
ENSG00000276702,ENSG00000276702,1,3,2,1,5,1,0,2,3,2
ENSG00000259408,ENSG00000259408,26,14,17,6,17,12,13,14,21,28
ENSG00000259287,ENSG00000259287,16,25,19,21,16,19,20,20,23,32
ENSG00000169857,AVEN,177,129,196,115,122,96,178,148,242,170
ENSG00000184984,CHRM5,2,4,0,0,1,0,1,3,0,5
ENSG00000278472,ENSG00000278472,12,10,9,1,3,5,8,8,3,12
ENSG00000259505,ENSG00000259505,0,2,0,0,0,0,0,0,0,0
ENSG00000134153,EMC7,212,208,307,81,175,190,366,275,232,202
ENSG00000243094,RPL32P2,0,1,2,2,1,4,4,3,4,0
ENSG00000182405,PGBD4,32,27,39,19,17,22,48,36,41,18
ENSG00000134152,KATNBL1,567,503,508,258,391,384,554,516,361,506
ENSG00000128463,EMC4,286,299,532,126,252,285,466,378,445,336
ENSG00000140199,SLC12A6,467,321,841,312,464,455,801,539,494,388
ENSG00000259468,ENSG00000259468,0,1,0,1,1,0,2,0,0,1
ENSG00000207091,Y_RNA,0,0,0,0,0,0,0,1,0,0
ENSG00000182117,NOP10,147,188,228,91,163,135,226,198,369,197
ENSG00000184507,NUTM1,1,1,1,0,0,0,0,0,1,0
ENSG00000176454,LPCAT4,251,199,284,244,165,230,292,255,232,425
ENSG00000259904,ACTG1P15,0,0,0,0,0,0,0,3,0,1
ENSG00000175265,GOLGA8A,445,467,601,188,523,574,375,632,343,588
ENSG00000221649,MIR1233-1,0,0,0,0,0,0,0,0,0,0
ENSG00000260639,ENSG00000260639,0,0,0,0,0,0,0,0,0,0
ENSG00000261081,ENSG00000261081,0,0,0,0,0,0,0,0,0,0
ENSG00000279092,ENSG00000279092,6,1,6,3,9,17,7,6,5,21
ENSG00000259917,HNRNPLP2,24,13,16,6,25,51,43,69,32,80
ENSG00000261559,FSCN1P1,2,0,0,0,0,0,0,0,0,1
ENSG00000278582,DNM1P5,0,0,0,0,0,0,0,0,0,0
ENSG00000215252,GOLGA8B,220,145,232,67,327,350,237,295,192,296
ENSG00000221065,MIR1233-2,0,0,0,0,0,0,0,0,0,0
ENSG00000259892,ENSG00000259892,0,0,0,0,0,0,0,0,0,0
ENSG00000252425,ENSG00000252425,0,0,0,0,0,0,0,0,0,0
ENSG00000261304,LINC02252,0,0,0,0,0,0,0,0,0,0
ENSG00000159248,GJD2,0,0,0,0,0,9,0,0,21,0
ENSG00000250007,GJD2-DT,0,0,0,1,2,0,2,0,0,2
ENSG00000159251,ACTC1,74,2794,44,120,992,1592,54,49,1890,1492
ENSG00000259751,TUBAP11,3,1,2,3,2,2,4,5,1,4
ENSG00000021776,AQR,952,755,1154,360,865,786,1153,1151,1069,926
ENSG00000231409,RPL36AP8,0,0,0,0,1,0,0,1,0,0
ENSG00000198146,ZNF770,583,492,865,130,639,650,834,704,821,704
ENSG00000279364,ENSG00000279364,2,1,0,0,0,0,1,1,0,0
ENSG00000259181,ENSG00000259181,0,0,0,0,0,0,0,0,0,0
ENSG00000280396,ENSG00000280396,0,0,0,0,0,0,0,0,0,0
ENSG00000259587,,0,0,0,0,0,0,0,0,0,0
ENSG00000259665,ENSG00000259665,1,12,3,2,19,7,0,2,3,6
ENSG00000255192,NANOGP8,2,1,7,6,3,0,0,1,5,2
ENSG00000259397,ENSG00000259397,2,16,6,5,26,12,0,0,10,6
ENSG00000259336,ENSG00000259336,19,25,20,6,18,15,25,15,13,18
ENSG00000259592,PRELID1P4,12,19,13,16,16,9,16,8,6,14
ENSG00000259516,ANP32AP1,0,16,3,3,21,12,2,3,8,3
ENSG00000134146,DPH6,177,191,222,52,151,205,215,167,127,198
ENSG00000259710,NUTF2P6,0,7,0,0,7,5,0,0,2,3
ENSG00000259585,RBM17P4,17,29,25,20,19,25,22,25,17,33
ENSG00000265102,MIR3942,1,2,2,0,3,5,6,4,3,5
ENSG00000259688,ENSG00000259688,0,1,0,0,0,1,0,0,0,0
ENSG00000259411,HNRNPA1P45,1,16,0,2,7,3,1,1,0,6
ENSG00000248079,DPH6-DT,4,9,7,8,20,5,8,6,9,6
ENSG00000259217,ENSG00000259217,1,0,0,0,0,0,0,1,2,0
ENSG00000265098,MIR4510,0,0,0,0,0,0,0,0,0,0
ENSG00000259639,ENSG00000259639,0,1,0,0,0,0,0,0,1,0
ENSG00000259245,LINC02853,0,0,0,0,3,0,1,0,0,1
ENSG00000259395,ENSG00000259395,0,0,1,0,0,1,1,0,0,1
ENSG00000259737,ENSG00000259737,2,18,3,0,9,20,7,1,65,23
ENSG00000270500,COX6CP4,0,0,0,0,0,0,0,0,0,0
ENSG00000186073,CDIN1,273,283,315,128,262,253,353,237,244,281
ENSG00000261635,ENSG00000261635,8,9,10,6,15,11,7,12,7,24
ENSG00000261315,LARP4P,20,17,14,13,29,18,7,26,19,34
ENSG00000260582,TPST2P1,0,0,0,0,0,0,0,0,0,0
ENSG00000261191,ENSG00000261191,0,0,1,0,2,0,0,0,0,0
ENSG00000223518,CSNK1A1P1,3,17,9,3,2,21,7,7,13,38
ENSG00000212511,U3,0,0,0,0,0,0,0,0,0,0
ENSG00000259280,ENSG00000259280,7,23,7,4,8,24,6,14,25,65
ENSG00000134138,MEIS2,1301,2074,1992,876,2532,3026,2310,2062,3311,3055
ENSG00000277202,MIR8063,7,7,4,0,19,8,15,15,18,18
ENSG00000206676,Y_RNA,9,6,8,6,15,22,8,9,19,16
ENSG00000259460,ENSG00000259460,6,11,18,5,14,23,14,14,18,17
ENSG00000274444,,2,6,2,0,10,17,6,6,15,24
ENSG00000274216,Metazoa_SRP,0,0,0,0,0,0,0,0,0,0
ENSG00000270304,ENSG00000270304,0,0,1,0,1,0,0,0,0,0
ENSG00000259434,ENSG00000259434,0,1,0,1,0,0,1,0,0,0
ENSG00000243122,ENSG00000243122,0,0,0,0,0,0,0,0,0,0
ENSG00000166069,TMCO5A,0,0,0,0,0,0,0,0,0,0
ENSG00000259225,LINC02345,0,0,0,0,0,2,0,4,3,1
ENSG00000236914,LINC01852,9,7,7,6,7,13,10,21,18,22
ENSG00000259380,LINC02895,0,0,1,0,0,0,0,0,0,0
ENSG00000166068,SPRED1,644,919,718,203,696,594,1110,765,1209,1073
ENSG00000171262,FAM98B,375,351,536,100,359,391,547,399,392,392
ENSG00000259192,ENSG00000259192,0,0,0,0,0,1,0,0,0,0
ENSG00000172575,RASGRP1,9,4,16,6,2,15,18,42,28,10
ENSG00000259326,ENSG00000259326,17,13,12,4,24,14,14,16,10,8
ENSG00000259598,ENSG00000259598,0,1,0,0,0,0,0,0,0,0
ENSG00000259747,,0,0,0,0,0,0,0,0,0,0
ENSG00000175779,LINC02694,0,0,0,0,0,0,0,0,0,0
ENSG00000259731,ENSG00000259731,0,0,0,0,0,0,0,0,0,0
ENSG00000274281,ENSG00000274281,0,0,0,0,0,0,0,0,0,1
ENSG00000259345,ENSG00000259345,3,1,4,1,6,4,1,1,10,4
ENSG00000259278,ENSG00000259278,1,0,0,0,0,0,0,0,0,0
ENSG00000259423,,0,1,1,0,0,1,0,2,0,1
ENSG00000259450,,1,0,1,0,2,1,1,1,2,3
ENSG00000175746,LINC02915,0,0,0,0,0,0,0,1,1,0
ENSG00000259447,ENSG00000259447,1,0,0,0,1,1,4,0,7,4
ENSG00000259269,ENSG00000259269,1,2,1,1,0,0,2,2,0,0
ENSG00000259390,ENSG00000259390,0,1,1,0,0,0,0,2,1,0
ENSG00000137801,THBS1,14287,8311,49710,6906,6400,10300,22756,30068,27901,13034
ENSG00000276107,THBS1-IT1,108,103,271,150,82,124,112,903,223,163
ENSG00000278621,THBS1-AS1,9,7,35,19,7,8,27,40,41,15
ENSG00000259279,,17,8,50,20,10,17,53,64,70,26
ENSG00000150667,FSIP1,15,14,26,9,15,11,25,19,23,5
ENSG00000259580,ENSG00000259580,0,0,0,0,0,0,0,0,0,0
ENSG00000261136,ENSG00000261136,1,8,6,2,10,13,2,6,9,13
ENSG00000166073,GPR176,115,98,206,115,75,73,145,151,113,65
ENSG00000259432,ENSG00000259432,5,1,6,3,1,3,7,2,2,2
ENSG00000246863,GPR176-DT,0,0,0,1,0,0,0,0,0,1
ENSG00000200305,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000128829,EIF2AK4,764,652,959,567,684,589,986,904,697,680
ENSG00000259389,H3P38,0,0,0,0,0,0,0,0,0,0
ENSG00000140319,SRP14,729,647,1270,290,558,597,1172,972,1101,741
ENSG00000248508,SRP14-DT,27,43,66,32,45,55,45,34,47,20
ENSG00000259584,ENSG00000259584,0,0,1,0,0,2,1,0,1,0
ENSG00000275636,,0,0,0,1,0,1,1,0,0,0
ENSG00000104081,BMF,71,74,178,75,341,340,313,130,795,207
ENSG00000259409,BMF-AS1,1,0,0,0,1,2,1,0,1,1
ENSG00000259239,ENSG00000259239,0,0,0,0,0,0,0,0,0,0
ENSG00000156970,BUB1B,15,12,3,1,13,20,10,24,19,23
ENSG00000259288,BUB1B-PAK6,0,0,0,0,0,0,0,0,0,0
ENSG00000273786,ENSG00000273786,0,0,0,0,0,0,0,0,0,0
ENSG00000260648,ENSG00000260648,0,0,0,0,0,2,0,1,0,0
ENSG00000137843,PAK6,2,1,0,1,0,1,1,8,1,0
ENSG00000279537,ENSG00000279537,0,0,0,0,0,0,0,1,0,0
ENSG00000176753,PAK6-AS1,0,0,0,0,0,2,2,0,0,0
ENSG00000279409,ENSG00000279409,1,0,0,1,0,0,0,0,0,2
ENSG00000137841,PLCB2,74,62,87,62,85,88,91,216,338,112
ENSG00000230778,ANKRD63,0,0,0,0,0,2,0,0,0,1
ENSG00000273855,ENSG00000273855,0,1,0,0,0,0,0,0,0,1
ENSG00000259307,PLCB2-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000244705,RPLP0P10,0,0,0,0,0,0,0,0,0,1
ENSG00000259198,ENSG00000259198,0,0,1,0,0,0,0,0,0,2
ENSG00000259330,INAFM2,170,150,255,155,154,103,241,157,283,112
ENSG00000188549,CCDC9B,799,675,666,941,779,496,795,637,321,581
ENSG00000252714,RNA5SP392,0,0,0,0,0,0,0,0,0,0
ENSG00000233041,PHGR1,0,0,0,0,0,0,0,0,0,0
ENSG00000140323,DISP2,3,51,59,44,11,52,51,7,64,9
ENSG00000259368,ENSG00000259368,0,0,0,0,0,0,0,0,1,0
ENSG00000128944,KNSTRN,39,53,58,26,61,42,50,63,70,63
ENSG00000128928,IVD,373,379,700,471,489,397,636,511,471,528
ENSG00000140320,BAHD1,279,229,500,229,251,193,383,321,389,304
ENSG00000259364,ENSG00000259364,0,0,0,0,0,0,0,0,1,0
ENSG00000259211,ENSG00000259211,1,1,1,0,2,0,1,3,1,1
ENSG00000169105,CHST14,187,152,235,143,137,168,395,259,293,216
ENSG00000244251,ENSG00000244251,0,0,1,0,1,0,2,1,1,0
ENSG00000259536,ENSG00000259536,0,0,0,3,0,0,5,2,0,1
ENSG00000128891,CCDC32,184,168,254,148,135,188,330,251,198,271
ENSG00000223313,RNU6-516P,0,0,0,0,0,0,0,1,0,0
ENSG00000166133,RPUSD2,47,44,58,21,46,50,76,67,92,53
ENSG00000203573,Metazoa_SRP,0,0,0,1,0,0,0,2,0,0
ENSG00000137812,KNL1,41,33,12,3,35,41,8,64,28,34
ENSG00000265814,RN7SL376P,0,0,0,0,0,0,0,0,0,0
ENSG00000259254,ENSG00000259254,0,0,0,0,0,0,0,0,0,1
ENSG00000245849,RAD51-AS1,62,51,114,62,91,78,96,85,56,68
ENSG00000051180,RAD51,6,12,4,8,12,9,5,14,8,10
ENSG00000137824,RMDN3,204,209,270,156,157,163,262,260,244,259
ENSG00000271236,SUMO2P15,1,0,0,0,0,0,0,0,0,0
ENSG00000137880,GCHFR,6,4,15,6,4,6,13,9,11,10
ENSG00000104129,DNAJC17,172,157,172,189,153,148,288,201,145,202
ENSG00000188277,C15orf62,1,1,5,2,4,1,4,2,6,2
ENSG00000166140,ZFYVE19,129,111,139,107,144,113,160,145,208,140
ENSG00000166143,PPP1R14D,0,0,0,0,0,0,0,0,0,0
ENSG00000261183,SPINT1-AS1,2,1,1,3,0,0,1,1,1,0
ENSG00000166145,SPINT1,20,8,19,5,11,6,11,26,33,8
ENSG00000104140,RHOV,0,0,0,5,1,2,2,1,2,2
ENSG00000274798,ENSG00000274798,0,0,0,0,0,0,0,0,0,0
ENSG00000104142,VPS18,282,290,402,224,301,223,442,333,398,363
ENSG00000251161,ENSG00000251161,3,11,3,4,8,9,10,4,11,14
ENSG00000128917,DLL4,266,347,510,407,249,175,523,256,135,200
ENSG00000259405,ISCA1P4,1,0,0,0,0,0,0,0,0,0
ENSG00000128965,CHAC1,2,2,4,3,3,3,6,2,12,2
ENSG00000128908,INO80,699,614,786,542,568,561,867,720,668,643
ENSG00000259617,ENSG00000259617,0,0,0,1,1,2,0,0,0,0
ENSG00000259463,ENSG00000259463,0,0,0,0,0,0,0,0,0,1
ENSG00000259521,INO80-AS1,0,1,0,2,0,0,0,0,0,0
ENSG00000280036,ENSG00000280036,10,16,21,3,13,13,9,14,17,7
ENSG00000259547,CYCSP2,0,0,0,0,0,0,0,0,0,0
ENSG00000283133,ENSG00000283133,0,0,0,0,0,0,0,0,0,0
ENSG00000157021,CIBAR1P1,4,10,5,5,5,7,7,3,3,4
ENSG00000178997,EXD1,0,0,0,1,1,1,0,0,1,0
ENSG00000240847,RN7SL497P,0,1,2,0,0,0,0,1,0,0
ENSG00000187446,CHP1,844,809,1183,517,623,646,1020,963,902,658
ENSG00000247556,OIP5-AS1,1731,1492,1789,552,1464,1344,2053,1688,1474,1758
ENSG00000104147,OIP5,1,7,0,1,2,2,3,5,2,5
ENSG00000137804,NUSAP1,32,49,4,4,32,42,18,53,37,45
ENSG00000259396,ENSG00000259396,0,0,0,0,0,0,0,0,1,1
ENSG00000137806,NDUFAF1,68,70,87,34,73,51,95,98,101,79
ENSG00000137815,RTF1,779,656,1338,566,729,869,1246,945,1079,783
ENSG00000200407,RNU6-1169P,0,0,0,0,0,0,0,0,0,0
ENSG00000137825,ITPKA,4,44,1,1,8,4,5,7,6,16
ENSG00000062524,LTK,2,11,4,2,5,4,2,5,2,2
ENSG00000103932,RPAP1,222,206,300,224,253,246,342,294,260,306
ENSG00000259838,ELOCP2,1,0,0,1,0,0,0,0,0,0
ENSG00000092445,TYRO3,145,235,138,147,176,166,225,173,169,202
ENSG00000260926,ENSG00000260926,0,1,0,0,0,0,0,0,1,1
ENSG00000174197,MGA,1538,2103,2223,1035,1805,1850,2521,2128,2332,2175
ENSG00000207766,MIR626,0,0,0,0,4,0,0,0,0,4
ENSG00000270702,ENSG00000270702,0,0,0,0,0,0,0,0,0,0
ENSG00000260814,ENSG00000260814,0,0,1,0,0,0,0,0,0,0
ENSG00000137802,MAPKBP1,753,815,738,721,723,636,952,699,719,831
ENSG00000250379,ENSG00000250379,0,2,0,3,0,2,1,2,1,1
ENSG00000243789,JMJD7,14,9,10,9,9,3,13,18,6,12
ENSG00000168970,JMJD7-PLA2G4B,77,76,88,84,102,73,88,82,55,71
ENSG00000243708,PLA2G4B,12,22,7,18,16,8,10,12,7,10
ENSG00000137877,SPTBN5,110,99,24,103,79,35,59,40,7,27
ENSG00000200293,RNA5SP393,0,0,0,0,0,0,0,0,0,0
ENSG00000264850,MIR4310,0,0,0,0,0,0,0,0,0,0
ENSG00000174171,ENSG00000174171,0,0,2,2,1,0,0,7,1,1
ENSG00000103966,EHD4,1005,643,1351,948,481,324,1206,1190,473,429
ENSG00000278493,ENSG00000278493,28,5,32,19,5,2,19,16,1,8
ENSG00000259883,EHD4-AS1,0,0,1,5,0,0,0,0,0,0
ENSG00000246740,PLA2G4E-AS1,0,0,5,0,0,0,1,1,1,0
ENSG00000188089,PLA2G4E,0,2,0,0,0,0,1,0,1,1
ENSG00000257797,ENSG00000257797,0,0,0,0,0,0,0,0,0,0
ENSG00000159337,PLA2G4D,0,0,0,0,0,0,0,0,0,0
ENSG00000168907,PLA2G4F,1,0,0,0,0,0,0,0,0,0
ENSG00000166887,VPS39,903,1096,1329,818,1010,942,1380,1273,1132,1072
ENSG00000207712,MIR627,1,0,1,0,0,2,1,3,3,1
ENSG00000261002,VPS39-DT,0,1,0,2,0,1,3,2,0,1
ENSG00000103978,TMEM87A,674,611,860,276,496,461,854,691,640,637
ENSG00000214013,GANC,431,506,568,338,562,494,582,567,395,488
ENSG00000260571,BNIP3P5,4,2,5,2,4,4,2,7,1,6
ENSG00000258461,ENSG00000258461,44,68,49,51,66,53,39,49,35,55
ENSG00000092529,CAPN3,29,54,43,41,43,44,34,44,23,51
ENSG00000103994,ZNF106,3087,1862,4652,1996,1993,1884,3415,2717,1754,2147
ENSG00000201077,RNU6-188P,2,0,9,2,1,1,3,1,2,2
ENSG00000092531,SNAP23,762,530,1364,253,475,542,923,822,745,556
ENSG00000261684,ENSG00000261684,3,6,3,1,2,3,4,4,2,4
ENSG00000180979,LRRC57,310,168,380,195,166,183,342,251,222,179
ENSG00000137814,HAUS2,199,156,296,106,143,169,256,218,214,181
ENSG00000261822,ENSG00000261822,0,0,0,0,0,0,2,0,0,0
ENSG00000260490,MYL12BP1,4,2,0,2,0,3,3,3,2,2
ENSG00000159433,STARD9,2003,2352,2033,1986,1918,1635,2099,1696,1461,1738
ENSG00000260282,EIF4EBP2P2,0,0,0,0,0,0,0,2,0,0
ENSG00000140326,CDAN1,162,166,222,139,238,195,288,231,211,271
ENSG00000278769,ENSG00000278769,19,32,23,15,23,15,17,17,19,21
ENSG00000274403,ENSG00000274403,17,13,6,9,21,21,15,9,14,11
ENSG00000128881,TTBK2,763,631,1034,451,720,609,1048,833,598,729
ENSG00000246283,TTBK2-AS1,3,6,5,3,7,3,7,5,2,10
ENSG00000260799,KRT8P50,2,1,2,0,2,2,1,7,1,3
ENSG00000254793,FDPSP4,1,0,0,2,1,0,2,0,0,1
ENSG00000159459,UBR1,1398,1114,1648,635,1167,1189,1749,1584,1347,1190
ENSG00000166947,EPB42,3,2,3,1,2,1,1,2,6,2
ENSG00000281269,,0,0,0,0,0,0,0,0,0,0
ENSG00000205871,RPS3AP47,2,4,2,1,4,0,4,1,5,3
ENSG00000137842,TMEM62,126,96,203,56,119,74,160,131,114,95
ENSG00000260928,SPCS2P1,0,0,0,0,0,0,0,0,0,0
ENSG00000261687,ENSG00000261687,0,1,1,2,0,1,0,2,3,1
ENSG00000166946,CCNDBP1,359,197,454,147,185,125,308,252,196,132
ENSG00000104055,TGM5,0,0,0,0,0,0,2,0,0,0
ENSG00000202211,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000261679,ATP5PDP1,0,0,0,0,0,0,0,0,1,0
ENSG00000159495,TGM7,0,1,0,0,0,0,1,1,0,1
ENSG00000260406,ENSG00000260406,0,0,0,0,0,0,0,0,0,0
ENSG00000168806,LCMT2,64,58,130,61,73,68,134,129,116,77
ENSG00000168803,ADAL,102,101,115,59,121,114,146,71,86,58
ENSG00000140265,ZSCAN29,289,305,380,222,401,324,414,293,418,304
ENSG00000137822,TUBGCP4,234,244,319,185,296,263,348,341,304,346
ENSG00000243871,RN7SL487P,1,2,0,0,1,0,1,0,0,0
ENSG00000067369,TP53BP1,1577,1449,1694,1094,1705,1552,2039,2036,1866,1887
ENSG00000166963,MAP1A,2108,1517,1747,2234,1138,924,1596,2122,938,2001
ENSG00000168781,PPIP5K1,68,52,159,94,78,63,144,133,58,68
ENSG00000237289,CKMT1B,0,0,0,0,0,0,0,0,0,0
ENSG00000242866,STRC,1,0,2,0,0,0,1,3,2,0
ENSG00000222398,RNU6-554P,0,0,0,0,0,0,0,0,0,0
ENSG00000166762,CATSPER2,98,67,105,67,84,67,81,48,58,54
ENSG00000206991,RNU6-610P,0,2,0,0,0,3,0,0,1,0
ENSG00000275601,ENSG00000275601,0,3,2,1,6,2,6,1,2,1
ENSG00000224677,PDIA3P2,0,0,0,0,0,0,0,0,1,0
ENSG00000249839,ENSG00000249839,1,0,2,2,3,0,0,0,0,0
ENSG00000223572,CKMT1A,0,0,0,0,0,0,1,0,0,0
ENSG00000166763,STRCP1,4,1,4,0,1,2,0,3,0,4
ENSG00000201136,RNU6-353P,0,0,0,0,0,0,0,0,0,0
ENSG00000205771,CATSPER2P1,18,12,18,13,27,16,20,35,26,32
ENSG00000206589,RNU6-354P,0,0,2,0,0,0,0,1,0,1
ENSG00000167004,PDIA3,1614,2273,2011,1121,1165,1532,2783,2831,2740,2247
ENSG00000128886,ELL3,3,0,3,2,1,2,4,1,2,2
ENSG00000262560,ENSG00000262560,0,0,0,0,0,0,0,0,0,0
ENSG00000140264,SERF2,1547,1714,1486,880,1214,1252,2182,2075,2486,1652
ENSG00000221792,MIR1282,19,32,19,25,9,19,43,49,43,22
ENSG00000184716,SERINC4,1,2,2,8,4,2,4,8,2,2
ENSG00000242028,HYPK,79,67,73,79,68,53,95,51,53,77
ENSG00000140259,MFAP1,216,208,286,142,246,237,337,272,368,260
ENSG00000092470,WDR76,73,111,75,44,118,103,81,77,112,115
ENSG00000200391,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000171877,FRMD5,8,1,2,2,6,15,0,4,29,3
ENSG00000227973,PIN4P1,0,1,1,0,0,0,0,0,0,0
ENSG00000185607,ACTBP7,3,1,0,0,0,2,1,0,1,2
ENSG00000224055,GAPDHP55,0,0,0,0,0,0,0,0,0,0
ENSG00000166734,GOLM2,1713,1438,2162,698,1082,1396,2233,2056,1788,1789
ENSG00000250130,GAPDHP43,16,18,19,22,24,9,24,18,15,36
ENSG00000259499,ENSG00000259499,0,0,0,1,0,0,2,0,0,0
ENSG00000259595,CTDSPL2-DT,2,0,1,2,4,1,5,8,1,1
ENSG00000137770,CTDSPL2,575,590,905,197,555,660,987,740,710,705
ENSG00000259335,HNRNPMP1,2,2,1,1,0,0,0,2,0,3
ENSG00000259563,ENSG00000259563,3,5,3,1,5,3,6,1,4,7
ENSG00000179523,EIF3J-DT,99,89,103,62,74,81,148,91,84,97
ENSG00000104131,EIF3J,503,490,645,111,412,442,533,558,564,516
ENSG00000259659,ENSG00000259659,15,11,29,12,14,13,17,22,15,21
ENSG00000104133,SPG11,1164,1295,1485,743,1252,1060,1599,1456,1254,1195
ENSG00000229474,PATL2,9,16,20,18,14,15,15,24,16,9
ENSG00000206957,Y_RNA,0,0,0,0,1,1,0,0,0,0
ENSG00000166710,B2M,8223,7850,13128,2718,7719,7699,12120,10121,11424,6475
ENSG00000185880,TRIM69,221,291,400,159,241,210,300,270,354,247
ENSG00000276121,ENSG00000276121,1,0,0,0,0,0,0,0,0,0
ENSG00000259479,SORD2P,3,4,3,5,1,11,15,22,7,22
ENSG00000259187,ENSG00000259187,0,0,0,0,0,0,0,0,0,0
ENSG00000238845,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000212424,RNU1-119P,0,0,0,0,0,0,0,0,0,0
ENSG00000259742,ENSG00000259742,0,0,0,0,0,0,0,0,0,0
ENSG00000259231,ENSG00000259231,0,0,0,0,0,0,0,0,0,0
ENSG00000252117,RNU6-1108P,0,0,0,0,0,0,0,0,0,0
ENSG00000167014,TERB2,0,0,0,0,0,0,0,0,0,1
ENSG00000252475,RNU6-1332P,0,0,0,0,0,0,0,0,0,0
ENSG00000259304,ENSG00000259304,0,0,0,0,0,0,0,0,0,0
ENSG00000252288,RNU6-966P,0,0,0,0,0,0,0,0,0,0
ENSG00000212550,RNU1-78P,1,0,0,0,0,0,0,0,0,0
ENSG00000140263,SORD,45,58,50,45,74,56,66,55,79,53
ENSG00000259418,ENSG00000259418,0,0,0,0,0,0,0,0,0,0
ENSG00000252171,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000259352,ENSG00000259352,0,0,0,1,1,0,0,0,1,0
ENSG00000140279,DUOX2,0,111,6,1,19,60,0,1,25,47
ENSG00000140274,DUOXA2,0,3,0,0,0,1,0,0,0,0
ENSG00000140254,DUOXA1,3,105,3,1,31,59,2,3,29,68
ENSG00000137857,DUOX1,5,285,16,20,91,375,12,13,144,243
ENSG00000259539,ENSG00000259539,11,7,15,7,13,13,8,11,9,8
ENSG00000138606,SHF,93,125,167,126,142,187,249,185,203,245
ENSG00000259519,ENSG00000259519,2,4,3,1,4,4,1,4,2,1
ENSG00000259932,ENSG00000259932,0,1,2,1,4,2,1,0,3,2
ENSG00000260035,ENSG00000260035,0,2,4,0,0,2,1,2,3,2
ENSG00000279014,ENSG00000279014,0,0,0,0,0,0,0,0,0,0
ENSG00000261709,ENSG00000261709,0,0,0,0,0,0,0,0,0,0
ENSG00000259338,H3P39,0,0,0,0,0,1,0,0,0,0
ENSG00000259520,SLC28A2-AS1,8,7,9,4,27,2,4,1,15,6
ENSG00000137860,SLC28A2,0,0,0,1,0,0,0,0,0,0
ENSG00000235390,ENSG00000235390,1,0,0,0,0,0,0,0,1,1
ENSG00000259433,ENSG00000259433,1,1,1,0,0,1,1,0,0,1
ENSG00000238941,RNU6-953P,0,0,0,0,0,0,0,0,0,0
ENSG00000171766,GATM,169,93,166,72,93,146,137,153,205,151
ENSG00000275672,ENSG00000275672,1,1,0,0,0,1,0,4,0,2
ENSG00000171763,AFG2B,75,57,87,50,71,76,118,116,114,123
ENSG00000166920,C15orf48,1,2,4,0,1,0,1,2,9,0
ENSG00000259342,ENSG00000259342,0,0,0,4,0,0,0,0,0,0
ENSG00000284386,MIR147B,0,0,0,0,0,0,0,0,0,0
ENSG00000259354,SLC30A4-AS1,0,0,0,0,0,0,1,2,2,0
ENSG00000104154,SLC30A4,275,253,348,141,210,208,376,315,274,251
ENSG00000179362,HMGN2P46,1,4,0,2,2,1,4,4,2,4
ENSG00000207516,SNORA41B,1,0,0,0,1,0,2,0,0,1
ENSG00000259681,ENSG00000259681,0,0,0,0,0,0,0,0,0,0
ENSG00000259427,DPPA5P2,0,0,0,0,0,0,0,0,0,0
ENSG00000275709,ENSG00000275709,1,1,0,0,0,3,1,0,4,3
ENSG00000104164,BLOC1S6,583,515,778,218,480,560,752,695,703,644
